device_id,cpu_usage,memory_usage,temperature_c,uptime_hours,downtime_event
DEV0406,79,91,66,2589,0
DEV0259,10,33,44,7958,0
DEV0147,14,43,51,5494,0
DEV0427,21,63,75,8761,1
DEV0343,99,75,35,3387,0
DEV0482,55,70,58,2119,0
DEV0195,43,51,71,9881,0
DEV0215,58,69,59,5413,0
DEV0377,87,60,55,4417,0
DEV0241,99,85,61,5924,0
DEV0133,54,44,56,9711,1
DEV0029,36,80,60,9172,0
DEV0098,82,85,53,938,0
DEV0364,35,61,71,9043,0
DEV0389,56,84,74,8561,0
DEV0477,95,55,58,4927,0
DEV0429,65,95,46,7087,0
DEV0182,72,28,54,3603,0
DEV0152,57,55,58,7924,0
DEV0103,70,57,65,2175,0
DEV0405,90,52,49,1412,0
DEV0288,35,61,52,2384,0
DEV0235,45,80,65,8675,0
DEV0133,10,65,69,2908,0
DEV0446,17,80,53,9095,0
DEV0402,61,37,46,9388,0
DEV0230,88,89,92,6621,0
DEV0035,56,99,67,6455,0
DEV0358,65,34,57,3819,0
DEV0080,95,67,68,4871,0
DEV0355,23,91,58,2796,0
DEV0242,99,32,68,5896,0
DEV0344,37,62,61,908,0
DEV0484,96,79,60,3393,1
DEV0133,87,76,58,9597,1
DEV0009,97,90,45,3559,0
DEV0388,11,36,79,2519,0
DEV0253,35,69,50,4324,0
DEV0033,23,51,46,7671,0
DEV0347,68,41,57,6463,0
DEV0406,65,74,50,9488,1
DEV0187,16,76,59,4667,1
DEV0011,12,32,66,3624,0
DEV0069,32,66,69,6851,0
DEV0138,27,81,68,9817,0
DEV0131,47,73,56,6337,0
DEV0399,24,48,60,9891,0
DEV0251,73,41,64,9336,0
DEV0123,98,84,42,5419,0
DEV0366,37,48,65,1967,0
DEV0421,83,67,45,1475,0
DEV0424,48,24,80,8230,0
DEV0273,66,54,55,5501,1
DEV0404,26,93,58,8903,0
DEV0243,95,90,52,7092,0
DEV0388,99,65,53,3416,0
DEV0482,53,54,82,1698,0
DEV0162,34,64,69,5049,0
DEV0095,26,32,44,6672,0
DEV0162,22,29,75,738,0
DEV0323,93,85,71,4266,0
DEV0284,34,89,57,745,1
DEV0361,77,91,63,5984,0
DEV0229,19,44,59,6768,0
DEV0116,76,63,79,189,0
DEV0221,27,79,52,9115,0
DEV0463,95,66,61,650,0
DEV0420,43,59,55,8351,0
DEV0419,17,26,45,5324,0
DEV0169,49,65,81,5681,0
DEV0315,92,42,48,4278,0
DEV0330,51,65,62,9535,0
DEV0145,50,32,42,3579,0
DEV0286,15,40,56,9237,0
DEV0182,61,20,64,9932,0
DEV0308,35,38,51,6191,0
DEV0456,73,79,65,2733,0
DEV0407,68,52,57,6890,1
DEV0275,65,23,71,3601,0
DEV0037,68,22,73,989,0
DEV0443,79,71,54,8865,0
DEV0363,42,47,60,8804,0
DEV0036,62,89,61,7346,0
DEV0068,31,89,66,4260,0
DEV0410,30,74,60,4151,0
DEV0495,79,76,61,2330,1
DEV0360,79,35,57,5285,0
DEV0121,13,43,61,7475,0
DEV0155,84,88,72,6297,1
DEV0205,71,60,66,2383,0
DEV0446,71,96,67,5084,0
DEV0446,33,66,67,711,0
DEV0436,64,95,58,8729,0
DEV0044,18,88,63,9751,0
DEV0482,12,50,49,6937,0
DEV0289,40,49,72,7206,1
DEV0366,49,37,32,7375,0
DEV0090,45,63,59,8815,0
DEV0212,33,46,71,3677,0
DEV0063,15,45,46,6586,0
DEV0072,75,79,63,2361,0
DEV0336,93,37,53,1123,0
DEV0453,84,75,56,9871,0
DEV0290,13,50,69,8613,0
DEV0367,88,78,61,7335,0
DEV0027,15,21,39,3857,0
DEV0420,60,58,50,8168,1
DEV0388,71,80,69,8741,0
DEV0362,66,82,64,1384,1
DEV0053,75,37,77,1760,0
DEV0242,88,36,76,5453,1
DEV0455,84,58,56,1003,0
DEV0293,17,90,85,9469,0
DEV0100,35,73,60,8621,0
DEV0472,60,95,50,8928,0
DEV0079,54,54,53,6110,0
DEV0434,53,30,37,512,0
DEV0369,14,80,76,6739,0
DEV0326,79,63,75,3933,0
DEV0410,35,87,49,2515,0
DEV0090,77,44,57,2686,0
DEV0376,28,67,60,5671,1
DEV0025,93,51,50,9856,0
DEV0161,29,23,42,8772,0
DEV0195,21,57,57,6657,0
DEV0201,56,82,56,6380,0
DEV0421,10,66,56,2982,0
DEV0166,99,20,62,2619,0
DEV0222,23,22,74,4500,0
DEV0283,73,81,56,8946,1
DEV0013,47,83,61,280,1
DEV0407,46,36,67,4225,1
DEV0451,20,97,65,3119,0
DEV0343,86,81,53,864,0
DEV0355,12,54,60,4235,0
DEV0246,42,32,65,5138,0
DEV0088,15,54,48,6899,0
DEV0439,59,62,72,3490,0
DEV0421,19,21,74,1164,0
DEV0140,14,75,52,2556,0
DEV0310,32,96,61,5781,0
DEV0256,19,70,66,1446,0
DEV0276,53,73,54,7097,0
DEV0146,11,35,64,9474,1
DEV0007,22,37,61,4232,0
DEV0500,49,26,45,2553,0
DEV0246,11,64,64,638,0
DEV0346,93,55,48,2403,0
DEV0204,74,60,69,6521,0
DEV0482,72,61,53,348,0
DEV0240,82,26,58,9332,0
DEV0480,26,34,73,1491,0
DEV0094,18,79,64,2272,0
DEV0386,84,59,49,1435,1
DEV0310,24,56,49,2359,0
DEV0008,33,85,54,6715,0
DEV0417,47,74,63,5634,0
DEV0430,44,96,63,8791,0
DEV0170,58,99,51,910,0
DEV0119,78,75,48,5084,0
DEV0246,71,63,62,7448,1
DEV0128,69,76,58,7656,0
DEV0222,59,25,81,3813,0
DEV0063,87,51,60,3804,1
DEV0117,84,93,78,1310,0
DEV0109,18,37,48,3845,0
DEV0234,43,87,44,7891,0
DEV0493,85,92,48,1591,0
DEV0476,44,26,71,7401,1
DEV0205,10,27,77,6560,0
DEV0088,49,83,52,3148,0
DEV0417,73,26,55,5019,0
DEV0325,31,60,48,3034,0
DEV0380,69,59,41,6210,0
DEV0240,73,22,67,1917,1
DEV0198,81,36,62,6713,0
DEV0004,20,85,60,4419,0
DEV0106,23,98,45,1375,0
DEV0107,69,71,76,7331,0
DEV0252,39,41,54,2977,1
DEV0186,44,23,65,4114,0
DEV0226,94,25,45,4187,0
DEV0413,46,57,58,1247,0
DEV0021,14,45,62,337,0
DEV0154,92,30,63,2222,0
DEV0224,87,36,61,7709,0
DEV0086,35,50,64,4695,0
DEV0041,71,96,48,9837,0
DEV0334,13,54,61,4083,0
DEV0418,98,35,61,8234,1
DEV0485,51,98,62,5706,1
DEV0172,98,37,60,9278,0
DEV0385,27,81,47,1723,0
DEV0160,49,46,46,7326,0
DEV0160,81,54,37,822,0
DEV0051,48,64,68,1195,0
DEV0118,23,54,68,3927,1
DEV0280,41,47,68,4385,0
DEV0172,60,28,63,1095,0
DEV0469,47,95,38,5781,0
DEV0332,32,34,49,4761,0
DEV0084,72,40,61,1092,0
DEV0293,24,71,61,2883,1
DEV0340,34,54,57,8447,0
DEV0066,26,70,63,5782,0
DEV0270,75,74,60,6061,0
DEV0401,87,96,61,4868,0
DEV0344,62,63,53,5860,0
DEV0478,60,84,69,5304,0
DEV0271,48,99,55,7652,0
DEV0061,60,44,46,8346,0
DEV0177,79,66,52,184,0
DEV0354,15,99,56,6076,1
DEV0117,76,75,69,8247,0
DEV0136,16,57,59,7184,1
DEV0490,60,30,58,2879,0
DEV0259,81,86,47,6155,0
DEV0256,51,34,67,2769,0
DEV0331,73,20,53,1108,0
DEV0411,24,26,58,2464,0
DEV0393,38,20,74,3786,0
DEV0271,42,68,65,6868,0
DEV0032,36,92,43,2299,0
DEV0254,45,48,42,9651,0
DEV0267,38,45,59,1009,0
DEV0387,47,64,47,3539,0
DEV0282,66,90,66,5982,0
DEV0007,36,31,60,3013,0
DEV0348,64,51,61,4795,0
DEV0439,42,39,52,1106,0
DEV0039,77,70,77,7214,0
DEV0004,95,55,88,1243,0
DEV0030,75,86,57,7652,0
DEV0166,19,20,63,1324,0
DEV0307,14,46,60,4595,0
DEV0462,83,59,57,8359,0
DEV0036,47,33,51,9306,0
DEV0351,22,88,49,281,0
DEV0499,40,98,48,6432,1
DEV0211,56,25,64,5046,1
DEV0113,97,52,54,7550,0
DEV0117,61,74,34,3045,0
DEV0316,65,38,64,8946,0
DEV0051,24,96,59,3786,0
DEV0460,38,48,73,2388,0
DEV0433,17,80,63,2931,0
DEV0015,14,89,45,9013,0
DEV0201,38,98,37,3348,0
DEV0347,56,99,52,9492,1
DEV0124,77,43,53,8601,0
DEV0340,85,42,69,1125,0
DEV0156,54,29,59,4512,0
DEV0409,11,73,71,6002,0
DEV0208,36,60,46,9824,0
DEV0466,45,68,69,3743,1
DEV0242,45,36,67,8659,0
DEV0164,35,75,39,4750,0
DEV0260,52,64,73,1349,0
DEV0277,36,49,60,3083,0
DEV0347,78,63,63,4675,0
DEV0193,29,93,51,7547,0
DEV0325,20,74,72,9231,1
DEV0492,83,38,48,4209,0
DEV0238,47,48,68,4123,0
DEV0394,15,21,68,8069,0
DEV0050,81,55,50,689,0
DEV0213,32,38,79,1882,0
DEV0266,56,26,62,4668,0
DEV0090,99,45,66,9499,0
DEV0144,55,98,44,4512,0
DEV0166,21,57,81,9138,0
DEV0067,99,22,47,4780,0
DEV0020,22,99,70,9090,0
DEV0111,71,85,50,570,0
DEV0069,91,90,53,4927,0
DEV0454,98,62,67,5167,0
DEV0025,69,81,70,3094,0
DEV0345,52,90,47,3229,0
DEV0310,85,43,70,6267,0
DEV0012,77,58,70,1413,1
DEV0065,14,87,50,6646,0
DEV0182,46,63,75,9339,0
DEV0234,81,24,45,9379,0
DEV0323,40,74,53,8034,0
DEV0405,18,49,64,5458,0
DEV0133,60,48,51,382,0
DEV0186,38,45,62,7709,0
DEV0079,87,45,62,1498,0
DEV0132,49,56,58,2833,0
DEV0275,50,72,68,4167,0
DEV0337,95,49,57,2457,0
DEV0311,20,22,62,3338,1
DEV0317,32,62,71,8089,0
DEV0200,10,26,67,7310,0
DEV0101,55,68,67,887,1
DEV0152,30,92,48,8334,0
DEV0452,99,60,65,5884,0
DEV0216,45,96,51,4743,0
DEV0147,63,98,47,4421,0
DEV0280,96,73,59,4828,0
DEV0310,66,88,50,5740,0
DEV0233,10,46,67,3510,0
DEV0493,72,27,68,1458,0
DEV0149,63,51,40,9496,0
DEV0337,64,83,51,637,0
DEV0456,49,29,45,3968,0
DEV0479,24,32,55,4676,1
DEV0275,30,82,64,4625,0
DEV0459,56,54,57,3683,0
DEV0181,82,80,54,7998,0
DEV0494,62,73,73,1450,0
DEV0434,18,27,36,9236,0
DEV0151,83,48,72,3956,0
DEV0293,61,60,54,2725,0
DEV0284,66,49,59,4407,1
DEV0471,35,40,54,9142,0
DEV0204,50,95,75,3025,0
DEV0080,44,30,47,9287,1
DEV0464,72,21,60,6814,1
DEV0462,34,69,65,7297,0
DEV0327,99,60,43,6106,1
DEV0149,84,85,50,8641,0
DEV0277,47,22,58,1637,0
DEV0425,11,99,51,2828,0
DEV0035,16,70,51,7481,0
DEV0366,91,87,56,4446,0
DEV0216,43,44,66,2466,0
DEV0001,26,49,56,7128,0
DEV0206,52,30,70,6968,0
DEV0468,68,36,50,3975,1
DEV0092,60,45,47,6141,0
DEV0466,63,42,79,3701,0
DEV0451,33,75,53,4274,0
DEV0091,34,71,46,1023,0
DEV0070,80,67,42,718,0
DEV0132,61,39,70,4500,0
DEV0257,79,21,56,6442,0
DEV0405,97,50,57,3403,1
DEV0355,42,46,58,9339,1
DEV0092,58,21,70,9990,1
DEV0082,38,97,58,5680,0
DEV0372,72,23,83,7700,0
DEV0381,31,32,61,8222,0
DEV0308,35,54,70,182,0
DEV0099,37,91,68,192,0
DEV0053,94,85,59,6860,0
DEV0341,58,25,54,7475,0
DEV0080,80,50,63,7937,0
DEV0312,90,29,65,6824,0
DEV0474,93,40,54,3148,0
DEV0359,58,93,61,1567,1
DEV0457,29,42,72,5589,0
DEV0343,95,22,80,2798,0
DEV0450,72,51,68,9083,0
DEV0451,70,39,78,575,1
DEV0246,58,93,53,8795,0
DEV0289,80,48,67,330,0
DEV0472,10,71,73,7121,0
DEV0279,22,65,51,9878,0
DEV0262,96,53,55,6933,0
DEV0341,60,80,77,2356,0
DEV0431,65,91,50,4070,0
DEV0442,92,90,46,4938,0
DEV0261,71,89,75,483,0
DEV0333,41,30,71,860,0
DEV0232,39,82,64,5343,0
DEV0248,38,40,59,4052,0
DEV0255,58,22,55,1042,1
DEV0461,54,29,62,2795,0
DEV0083,39,46,75,1396,0
DEV0265,25,31,62,2247,1
DEV0003,49,26,81,6974,0
DEV0445,28,36,51,9931,1
DEV0223,27,84,59,4496,0
DEV0250,10,83,56,708,0
DEV0192,87,45,49,981,1
DEV0046,56,34,58,7416,0
DEV0440,75,52,64,4991,0
DEV0295,47,81,65,6580,0
DEV0269,60,66,81,7605,0
DEV0041,72,54,64,2094,1
DEV0139,13,84,71,1423,0
DEV0041,10,91,60,7868,0
DEV0331,17,95,76,1111,0
DEV0494,38,44,83,7003,1
DEV0175,64,76,65,788,0
DEV0433,12,51,50,4168,0
DEV0449,41,82,54,9534,1
DEV0291,19,31,62,3547,0
DEV0419,83,82,64,7997,0
DEV0323,92,96,66,7355,0
DEV0388,43,20,64,8175,0
DEV0280,96,70,60,8732,0
DEV0094,64,89,53,9516,0
DEV0352,41,27,64,2562,0
DEV0369,59,87,78,5223,0
DEV0340,16,24,70,4278,0
DEV0420,17,58,65,6249,0
DEV0205,74,42,70,1852,0
DEV0056,66,87,56,4729,0
DEV0231,76,71,54,6016,1
DEV0260,97,23,52,4646,0
DEV0220,96,66,58,3459,0
DEV0168,68,40,55,5113,0
DEV0171,81,75,72,7704,0
DEV0499,63,85,55,4114,1
DEV0314,76,78,51,999,0
DEV0318,60,26,79,1289,0
DEV0391,17,68,55,752,1
DEV0137,43,35,61,8096,0
DEV0278,44,36,64,1082,0
DEV0260,97,94,48,675,0
DEV0384,87,53,72,8624,0
DEV0420,41,52,66,4407,0
DEV0481,55,45,75,8580,0
DEV0454,25,85,53,6853,0
DEV0451,77,82,60,7840,0
DEV0291,46,60,60,1155,0
DEV0289,63,77,62,6126,0
DEV0135,94,98,45,4469,0
DEV0105,23,29,61,1424,0
DEV0227,64,34,45,3695,0
DEV0439,57,61,63,3927,0
DEV0377,91,76,38,2423,0
DEV0431,16,36,41,1982,0
DEV0190,83,79,68,1253,0
DEV0195,16,28,54,3470,0
DEV0064,42,55,50,8388,0
DEV0377,32,92,72,376,1
DEV0171,94,99,63,5504,0
DEV0018,28,55,68,5392,0
DEV0259,28,67,58,8623,0
DEV0315,45,70,86,4298,0
DEV0372,38,89,53,3796,0
DEV0190,69,93,77,3302,1
DEV0295,91,99,59,2186,0
DEV0475,11,87,43,406,0
DEV0320,10,41,64,983,0
DEV0457,56,96,63,6763,0
DEV0253,78,99,49,6289,1
DEV0081,29,25,50,4389,0
DEV0060,20,45,59,3689,0
DEV0105,11,94,63,3741,0
DEV0426,76,22,35,7436,0
DEV0365,96,71,70,5208,0
DEV0261,21,93,55,2262,0
DEV0255,29,79,46,6809,0
DEV0046,14,82,69,5267,0
DEV0132,46,84,59,3241,0
DEV0014,47,71,72,6231,0
DEV0477,18,95,64,4703,1
DEV0267,62,33,59,254,0
DEV0444,53,91,58,3730,0
DEV0022,95,87,64,8752,1
DEV0106,33,47,55,1496,0
DEV0005,90,90,51,9082,0
DEV0181,83,29,66,6897,1
DEV0396,39,76,58,6694,1
DEV0149,68,85,60,3809,0
DEV0335,96,69,70,1967,0
DEV0280,90,33,58,9980,0
DEV0013,90,35,60,676,0
DEV0352,23,73,54,7363,0
DEV0026,18,62,64,3864,0
DEV0040,49,61,63,8653,0
DEV0282,75,41,69,556,0
DEV0484,34,87,54,3661,0
DEV0429,82,38,55,3210,0
DEV0286,31,85,67,3629,0
DEV0064,13,58,62,5007,0
DEV0111,35,92,50,5068,0
DEV0329,67,38,73,8641,0
DEV0088,38,35,43,4647,0
DEV0124,96,73,67,4183,0
DEV0422,46,44,47,208,0
DEV0146,84,37,78,7851,0
DEV0393,79,42,44,1331,0
DEV0214,27,30,71,676,0
DEV0440,94,58,59,340,0
DEV0128,51,87,56,7666,0
DEV0294,50,44,61,5909,0
DEV0149,47,82,66,6821,0
DEV0327,43,49,50,470,0
DEV0140,26,64,51,6154,0
DEV0292,46,80,66,197,0
DEV0122,34,70,42,5706,0
DEV0011,85,28,54,8256,0
DEV0384,96,95,90,9787,0
DEV0451,95,21,50,2555,0
DEV0283,94,24,71,3546,0
DEV0252,36,81,54,9697,0
DEV0447,66,88,65,4911,0
DEV0455,40,71,66,7927,0
DEV0194,15,24,71,2791,1
DEV0330,49,78,57,1072,0
DEV0195,21,87,79,9804,0
DEV0081,62,28,54,7906,0
DEV0107,80,41,62,3023,0
DEV0321,19,46,62,5101,0
DEV0418,54,29,48,908,0
DEV0461,26,99,57,7576,0
DEV0206,35,80,61,6063,0
DEV0209,94,70,55,6035,0
DEV0127,71,29,84,4330,0
DEV0034,55,25,51,427,0
DEV0064,73,81,71,782,0
DEV0017,11,24,68,223,0
DEV0435,63,89,59,853,0
DEV0249,74,82,51,8214,0
DEV0105,60,75,52,1706,0
DEV0440,62,78,54,6625,0
DEV0345,45,82,42,3678,0
DEV0108,35,78,49,4766,0
DEV0222,38,70,45,7308,0
DEV0176,30,69,73,9760,0
DEV0228,20,23,66,2945,0
DEV0190,49,67,67,3038,0
DEV0440,20,51,65,6419,0
DEV0395,45,70,61,2527,0
DEV0213,68,71,74,8456,0
DEV0404,48,93,53,9801,0
DEV0221,63,53,61,8256,0
DEV0324,64,55,67,7007,0
DEV0162,33,89,46,7832,0
DEV0298,31,62,90,5986,0
DEV0425,78,35,60,9492,0
DEV0249,65,78,61,5268,0
DEV0190,42,72,72,3381,0
DEV0401,45,38,69,8910,0
DEV0012,29,60,60,2812,0
DEV0068,92,66,61,5054,0
DEV0041,90,73,44,3823,0
DEV0398,71,74,54,1786,0
DEV0260,82,38,65,7540,0
DEV0126,35,81,64,1706,1
DEV0226,75,78,72,9645,0
DEV0210,82,84,58,4339,0
DEV0333,82,87,46,8910,0
DEV0330,49,47,70,5203,0
DEV0398,26,37,74,8645,1
DEV0265,10,45,68,380,0
DEV0171,98,38,58,5032,0
DEV0404,70,74,70,3650,0
DEV0001,52,76,94,2059,1
DEV0364,51,25,61,489,0
DEV0349,34,20,46,5283,0
DEV0209,48,27,54,3967,1
DEV0241,44,70,66,4460,1
DEV0072,12,44,43,2153,0
DEV0273,53,66,61,5108,0
DEV0469,60,74,63,8459,0
DEV0089,21,83,75,6416,0
DEV0020,28,29,73,2266,0
DEV0315,53,75,68,8206,0
DEV0473,68,31,38,6372,0
DEV0469,58,52,69,286,0
DEV0141,70,90,67,5282,0
DEV0377,26,36,62,9589,0
DEV0333,83,80,42,2745,0
DEV0175,66,29,52,1316,1
DEV0050,64,50,48,4727,0
DEV0094,56,79,39,1305,0
DEV0461,21,89,59,6803,0
DEV0168,71,36,52,327,1
DEV0391,89,69,86,2713,0
DEV0055,97,56,58,2236,0
DEV0051,92,81,72,7411,0
DEV0490,17,99,44,7058,0
DEV0332,30,91,54,349,1
DEV0386,90,96,60,2372,0
DEV0270,96,48,50,6138,0
DEV0362,89,51,55,3118,0
DEV0145,79,99,57,2315,0
DEV0077,81,30,57,2257,0
DEV0129,34,25,78,1896,0
DEV0375,91,54,63,3344,0
DEV0111,98,52,64,8146,0
DEV0001,21,37,65,396,0
DEV0367,24,56,66,2027,0
DEV0026,68,32,59,2356,0
DEV0116,35,93,56,7521,0
DEV0495,35,83,61,5301,0
DEV0174,56,20,71,1557,0
DEV0013,41,82,71,3646,0
DEV0034,19,53,57,7461,0
DEV0318,25,29,67,3764,0
DEV0232,80,26,58,9881,0
DEV0073,26,75,60,7754,0
DEV0051,32,99,55,195,0
DEV0211,35,56,58,4032,0
DEV0215,94,48,73,9651,0
DEV0041,95,31,60,7012,0
DEV0311,16,36,61,6240,0
DEV0412,23,67,45,1839,0
DEV0094,88,45,56,1452,0
DEV0189,16,31,57,5024,0
DEV0135,18,40,51,5857,0
DEV0206,57,61,60,1642,0
DEV0002,81,80,55,5344,0
DEV0204,68,77,60,930,1
DEV0491,96,73,61,1705,0
DEV0241,91,53,50,4745,0
DEV0258,48,26,56,8037,0
DEV0156,27,54,60,6952,0
DEV0054,68,34,71,6616,0
DEV0476,26,84,62,321,0
DEV0460,23,44,53,4051,0
DEV0094,40,78,63,8822,0
DEV0314,33,98,77,6593,1
DEV0431,69,25,69,9673,0
DEV0061,54,71,65,4217,0
DEV0360,12,98,67,5508,0
DEV0168,46,40,74,853,0
DEV0470,52,90,70,1288,1
DEV0274,49,51,65,7208,0
DEV0398,99,72,70,7587,1
DEV0025,64,78,49,8700,0
DEV0394,96,88,44,896,0
DEV0356,48,81,61,5245,0
DEV0048,24,23,60,6777,0
DEV0432,13,37,54,960,0
DEV0189,95,75,68,4271,1
DEV0053,34,43,41,8275,0
DEV0241,22,85,54,465,0
DEV0393,91,32,55,1614,1
DEV0395,42,81,43,5036,0
DEV0027,25,73,74,3034,1
DEV0059,51,34,46,9875,0
DEV0186,75,88,54,598,0
DEV0141,64,22,69,1469,0
DEV0449,51,56,66,9543,0
DEV0487,43,56,48,8990,0
DEV0395,39,22,66,8216,0
DEV0057,22,82,62,8423,0
DEV0195,22,54,83,5464,0
DEV0450,27,71,64,190,1
DEV0366,41,47,58,571,0
DEV0106,48,37,51,6184,1
DEV0280,55,55,52,9557,0
DEV0468,38,52,51,4582,0
DEV0433,71,83,73,5226,0
DEV0168,71,45,60,1211,1
DEV0335,66,67,65,697,0
DEV0246,25,59,75,9199,0
DEV0454,65,36,36,7718,0
DEV0340,19,59,72,1454,0
DEV0214,39,26,60,7977,0
DEV0002,34,76,64,2489,1
DEV0438,93,27,51,4175,1
DEV0399,14,75,52,563,0
DEV0304,74,50,64,1172,0
DEV0354,58,78,83,5546,0
DEV0182,12,77,70,573,0
DEV0302,54,31,72,5083,0
DEV0441,23,67,58,1038,0
DEV0183,39,50,53,1410,0
DEV0444,77,82,52,7291,0
DEV0095,27,93,55,2440,1
DEV0414,71,58,39,3620,0
DEV0156,46,95,52,4156,0
DEV0180,34,39,54,1186,0
DEV0097,57,67,58,7797,1
DEV0425,74,90,61,7204,0
DEV0369,62,73,63,6832,0
DEV0277,88,97,59,359,0
DEV0238,82,94,54,1756,0
DEV0343,24,90,40,6390,0
DEV0298,58,48,54,6013,1
DEV0013,97,93,50,8073,0
DEV0301,77,92,64,691,0
DEV0346,21,67,69,5967,0
DEV0182,68,93,69,9724,0
DEV0403,46,75,67,5677,1
DEV0155,70,36,58,328,0
DEV0424,52,28,54,9660,1
DEV0251,79,53,52,1724,0
DEV0391,48,64,44,7190,0
DEV0281,65,28,69,4079,0
DEV0177,72,26,58,839,1
DEV0360,55,35,47,6621,0
DEV0420,97,38,51,3274,0
DEV0071,20,25,51,5149,0
DEV0375,71,30,60,2747,0
DEV0084,86,95,70,6536,1
DEV0408,34,80,56,5486,0
DEV0189,80,61,37,4671,0
DEV0092,61,32,58,6694,0
DEV0369,13,31,58,7580,1
DEV0069,68,93,57,1285,0
DEV0308,81,39,53,689,1
DEV0164,29,69,62,4317,1
DEV0479,72,55,60,7748,0
DEV0179,63,88,59,1235,0
DEV0033,83,56,64,3520,0
DEV0053,66,31,55,101,0
DEV0216,99,59,55,991,0
DEV0202,50,73,73,7982,0
DEV0038,12,21,65,8162,0
DEV0428,15,69,68,3653,0
DEV0497,14,60,72,6169,0
DEV0261,14,64,65,9263,0
DEV0374,63,28,69,7057,0
DEV0031,56,81,44,4304,0
DEV0393,96,66,62,8571,0
DEV0288,58,24,58,5884,0
DEV0425,18,95,76,1798,0
DEV0005,29,20,69,2984,0
DEV0179,70,63,53,3679,1
DEV0054,44,41,63,7295,0
DEV0219,59,57,61,2351,1
DEV0284,91,38,64,4740,0
DEV0427,71,99,49,2456,0
DEV0268,26,50,63,3514,0
DEV0453,97,86,57,9300,0
DEV0200,12,61,62,5808,0
DEV0273,41,45,52,2178,0
DEV0264,22,32,54,4295,1
DEV0226,98,77,71,2814,1
DEV0471,82,37,49,7047,0
DEV0018,77,86,50,1438,0
DEV0243,23,22,59,3789,0
DEV0117,20,74,52,6714,0
DEV0010,65,77,51,841,0
DEV0039,76,82,61,833,0
DEV0041,38,71,44,7939,1
DEV0108,18,43,49,1906,0
DEV0044,76,91,80,1853,1
DEV0197,34,28,64,7458,1
DEV0299,85,56,52,5957,0
DEV0209,51,72,64,1124,0
DEV0431,18,99,65,9774,0
DEV0459,88,43,69,5864,0
DEV0367,49,40,58,5309,0
DEV0176,34,59,69,3654,0
DEV0275,14,81,39,6316,0
DEV0277,20,89,49,4918,0
DEV0236,68,88,61,4666,0
DEV0003,97,33,63,5425,1
DEV0360,88,61,50,6994,0
DEV0312,47,69,62,7182,0
DEV0383,81,80,53,3468,0
DEV0427,14,23,57,2729,0
DEV0385,57,91,70,7042,0
DEV0344,99,94,69,8820,0
DEV0254,27,36,50,4332,0
DEV0036,79,76,49,6761,0
DEV0006,46,67,55,7977,0
DEV0330,69,63,59,9763,0
DEV0495,57,64,53,6375,0
DEV0488,86,99,70,9659,0
DEV0302,37,52,63,1819,0
DEV0482,78,50,64,9333,0
DEV0472,86,66,47,3587,0
DEV0407,90,25,71,8275,0
DEV0020,49,91,31,5944,0
DEV0437,54,90,68,8851,0
DEV0422,71,53,69,9856,0
DEV0291,67,72,55,6575,0
DEV0162,76,33,72,5969,0
DEV0238,65,35,59,6562,0
DEV0434,49,62,60,1900,0
DEV0047,49,92,63,5175,0
DEV0292,86,93,91,4362,0
DEV0016,42,31,73,246,0
DEV0471,15,89,67,3928,0
DEV0108,97,38,50,2217,0
DEV0177,28,60,61,5547,0
DEV0065,89,72,51,5114,0
DEV0063,49,48,68,6047,0
DEV0308,68,89,61,418,1
DEV0073,68,78,48,5849,0
DEV0204,57,83,60,354,0
DEV0254,50,43,51,9628,0
DEV0060,22,35,61,5157,0
DEV0101,54,71,51,8626,0
DEV0017,98,99,60,4493,0
DEV0195,62,25,67,1144,0
DEV0251,51,56,59,1891,0
DEV0038,72,23,56,2619,0
DEV0285,36,57,62,1061,0
DEV0031,47,60,66,3849,0
DEV0483,69,33,48,4665,0
DEV0443,16,90,62,7616,0
DEV0310,14,70,73,2914,0
DEV0358,54,84,65,689,0
DEV0181,67,71,60,2088,0
DEV0282,40,49,66,3965,1
DEV0141,32,76,64,3089,0
DEV0245,51,98,67,5765,0
DEV0441,19,49,39,4641,0
DEV0275,41,61,44,2060,0
DEV0224,62,30,70,8946,0
DEV0367,39,46,44,1178,0
DEV0027,48,43,64,3174,0
DEV0250,40,58,56,9647,0
DEV0231,91,91,50,5129,0
DEV0013,11,37,63,9750,1
DEV0308,87,96,62,7486,0
DEV0098,86,64,81,4856,0
DEV0192,21,31,53,6475,0
DEV0186,48,68,74,4795,0
DEV0019,75,50,63,1019,0
DEV0339,22,41,53,1858,0
DEV0259,55,63,67,1931,0
DEV0067,36,83,65,9463,0
DEV0026,26,96,60,3378,0
DEV0006,69,44,62,459,0
DEV0141,73,70,54,7686,0
DEV0238,97,26,51,3910,0
DEV0230,44,25,67,1540,0
DEV0027,79,43,57,1819,0
DEV0105,92,38,59,5772,0
DEV0344,39,28,62,655,1
DEV0010,80,55,62,9525,0
DEV0272,83,59,45,2397,0
DEV0279,72,43,72,1635,0
DEV0303,37,67,61,6382,1
DEV0012,69,82,57,5185,0
DEV0156,88,88,64,9201,0
DEV0077,46,72,62,2061,0
DEV0018,31,73,67,8242,0
DEV0058,77,61,65,8303,0
DEV0130,29,64,67,1079,0
DEV0174,77,33,73,372,0
DEV0401,73,48,68,7357,0
DEV0087,26,25,58,5244,0
